,Start,End,DeltaBz,Duration,MeanVx
151,2018-09-08 13:41:25.750,2018-09-08 13:41:35.250,-8.798678,9.5,127.8677215576172
152,2018-09-16 19:11:24.750,2018-09-16 19:11:28.750,-3.4567583,4.0,116.09258270263672
153,2018-09-16 23:27:41.250,2018-09-16 23:27:53.250,-5.4724646,12.0,161.46682739257812
154,2019-07-08 17:25:23.750,2019-07-08 17:25:37.750,5.205849,14.0,-39.842315673828125
155,2019-07-15 00:02:29.250,2019-07-15 00:02:47.250,3.4996035,18.0,-141.13743591308594
156,2019-07-16 16:00:52.250,2019-07-16 16:01:06.750,5.744558,14.5,-34.9068489074707
157,2019-07-16 16:02:14.250,2019-07-16 16:02:18.250,-1.8424568,4.0,10.131026268005373
158,2019-07-22 17:13:41.750,2019-07-22 17:13:57.250,-4.8174434,15.5,122.25227355957033
159,2019-07-26 10:37:29.750,2019-07-26 10:37:36.750,2.5992827,7.0,-12.67690372467041
160,2019-07-26 13:49:39.250,2019-07-26 13:49:43.250,-10.362624,4.0,74.69123077392578
161,2019-08-01 22:29:18.750,2019-08-01 22:29:22.250,5.103693,3.5,-350.39599609375
162,2019-08-03 19:09:56.250,2019-08-03 19:10:01.750,2.7423773,5.5,-14.486763954162598
163,2019-08-03 19:18:34.250,2019-08-03 19:18:38.250,4.2411256,4.0,-19.65111541748047
164,2019-08-05 15:51:17.750,2019-08-05 15:51:21.250,3.1910152,3.5,-350.2887268066406
165,2019-08-05 16:23:39.750,2019-08-05 16:23:43.750,7.6775913,4.0,-37.12736511230469
166,2019-08-08 13:08:29.750,2019-08-08 13:08:43.750,-2.8736138,14.0,134.57437133789062
167,2019-08-08 13:56:19.750,2019-08-08 13:56:44.250,17.392632,24.5,-387.8091735839844
168,2019-08-08 17:23:59.250,2019-08-08 17:24:09.250,-1.916018,10.0,110.03919982910156
169,2019-08-11 18:35:52.250,2019-08-11 18:36:05.250,-6.9573526,13.0,34.169532775878906
170,2019-08-15 20:45:05.750,2019-08-15 20:45:10.250,7.215975,4.5,-477.4364929199219
171,2019-08-15 20:45:15.250,2019-08-15 20:45:21.750,11.64332,6.5,-386.5935363769531
172,2019-08-16 08:24:42.750,2019-08-16 08:24:47.750,-3.30696,5.0,267.23614501953125
173,2019-08-16 08:24:49.250,2019-08-16 08:24:56.750,-3.563955,7.5,229.38394165039065
174,2019-08-16 08:52:19.250,2019-08-16 08:52:23.750,-7.939823,4.5,891.912841796875
175,2019-09-01 17:45:12.750,2019-09-01 17:45:15.250,1.7407063,2.5,-161.1593017578125
176,2019-09-01 17:57:55.250,2019-09-01 17:57:57.250,-9.276875,2.0,756.1216430664062
177,2019-09-01 18:04:34.250,2019-09-01 18:04:40.250,-3.6000707,6.0,235.9730529785156
178,2019-09-05 17:00:51.250,2019-09-05 17:01:03.250,-1.7502462,12.0,170.5284423828125
179,2019-09-05 19:27:37.250,2019-09-05 19:27:39.250,-12.721361,2.0,350.2068786621094
180,2019-09-05 20:38:07.750,2019-09-05 20:38:09.750,3.4266977,2.0,-590.3912353515625
181,2019-09-05 23:10:32.250,2019-09-05 23:10:40.750,-7.1191835,8.5,225.170166015625
182,2019-09-05 23:16:34.750,2019-09-05 23:16:40.250,-5.910144,5.5,272.1317138671875
183,2019-09-05 23:18:48.750,2019-09-05 23:18:50.750,-1.6529245,2.0,367.5260009765625
184,2019-09-06 04:27:14.750,2019-09-06 04:27:33.250,5.4096727,18.5,-150.62879943847656
185,2019-09-06 04:36:45.750,2019-09-06 04:36:47.250,7.8450284,1.5,-275.5313720703125
186,2019-09-06 04:38:56.250,2019-09-06 04:39:06.750,-6.05328,10.5,91.39173126220705
187,2019-09-06 04:40:27.750,2019-09-06 04:40:29.250,-4.5527353,1.5,169.40713500976562
188,2019-09-06 04:45:29.250,2019-09-06 04:45:40.250,-10.261856,11.0,279.33251953125
189,2019-09-09 05:36:12.250,2019-09-09 05:36:40.750,8.644545,28.5,-248.5265655517578
190,2019-09-24 02:33:22.750,2019-09-24 02:33:34.750,-6.8553276,12.0,346.72540283203125
191,2019-09-24 02:37:11.250,2019-09-24 02:37:12.250,-5.5796556,1.0,705.2762451171875
192,2020-06-23 23:05:41.750,2020-06-23 23:05:44.250,-2.180262,2.5,307.9555358886719
193,2020-07-13 05:48:53.750,2020-07-13 05:49:01.250,-4.2879114,7.5,128.4856414794922
194,2020-07-13 05:54:29.250,2020-07-13 05:54:41.750,8.86232,12.5,-120.8995590209961
195,2020-07-13 05:54:46.750,2020-07-13 05:54:55.250,5.3798637,8.5,-127.99369049072266
196,2020-07-17 03:23:22.750,2020-07-17 03:23:31.750,-4.035395,9.0,190.1683654785156
197,2020-07-22 11:35:37.250,2020-07-22 11:35:45.250,-3.5363898,8.0,65.43960571289062
198,2020-07-22 18:52:51.750,2020-07-22 18:52:55.750,-3.5322485,4.0,163.51812744140625
199,2020-07-27 02:19:14.250,2020-07-27 02:19:21.250,-2.857315,7.0,192.21131896972656
200,2020-07-27 02:34:17.250,2020-07-27 02:34:23.750,-4.750817,6.5,363.80462646484375
201,2020-07-27 02:36:03.250,2020-07-27 02:36:07.750,-6.3248906,4.5,449.5614318847656
202,2020-07-27 04:08:46.250,2020-07-27 04:08:49.750,-1.8549504,3.5,373.0137023925781
203,2020-08-02 16:44:17.250,2020-08-02 16:44:23.750,8.971159,6.5,-570.398681640625
204,2020-08-03 00:43:33.250,2020-08-03 00:43:51.250,12.973332,18.0,-483.8180236816406
205,2020-08-03 05:49:33.250,2020-08-03 05:49:54.250,4.8842945,21.0,-186.0521240234375
206,2020-08-05 14:41:42.250,2020-08-05 14:41:52.750,2.891646,10.5,-86.59686279296875
207,2020-08-05 15:06:46.750,2020-08-05 15:06:53.750,-1.259712,7.0,229.9019317626953
208,2020-08-05 20:12:44.250,2020-08-05 20:12:46.250,8.357801,2.0,-624.5245361328125
209,2020-08-24 01:38:18.250,2020-08-24 01:38:19.750,5.306116,1.5,-505.4068298339844
210,2020-08-24 03:47:39.750,2020-08-24 03:47:44.250,8.106033,4.5,-445.5186462402344
